Entrez	Symbol	Name	Entrez	Uniprot
11004	KIF2C	kinesin family member 2C	11004	B7Z7M6
7249	TSC2	TSC complex subunit 2	7249	H3BMQ0
925	CD8A	CD8a molecule	925	Q8TAW8
1896	EDA	ectodysplasin A	1896	A0A0U5J797
6049	RNF6	ring finger protein 6	6049	A0A0S2Z4G9
6311	ATXN2	ataxin 2	6311	F8VQP2
23265	EXOC7	exocyst complex component 7	23265	Q63HP7
283	ANG	angiogenin	283	W0UV28
3663	IRF5	interferon regulatory factor 5	3663	B7Z1M2
81888	HYI	hydroxypyruvate isomerase (putative)	81888	A0A0A0MTR5
7089	TLE2	TLE family member 2, transcriptional corepressor	7089	K7EMK7
5232	PGK2	phosphoglycerate kinase 2	5232	A0A140VJR3
10422	UBAC1	UBA domain containing 1	10422	A0A140VK64
133688	UGT3A1	UDP glycosyltransferase family 3 member A1	133688	A0A024R085
56649	TMPRSS4	transmembrane serine protease 4	56649	B7Z900
57379	AICDA	activation induced cytidine deaminase	57379	Q6QJ80
10742	RAI2	retinoic acid induced 2	10742	B2RBE9
4582	MUC1	mucin 1, cell surface associated	4582	A5YRU7
84545	MRPL43	mitochondrial ribosomal protein L43	84545	A8K4V4
149998	LIPI	lipase I	149998	Q5D1Q2
51538	ZCCHC17	zinc finger CCHC-type containing 17	51538	A0A087WYF0
10087	CERT1	ceramide transporter 1	10087	A0A2R8Y7C5
79621	RNASEH2B	ribonuclease H2 subunit B	79621	A0A2R8Y883
56934	CA10	carbonic anhydrase 10	56934	A0A384MTY8
26523	AGO1	argonaute RISC component 1	26523	A0A6I8PTZ8
84460	ZMAT1	zinc finger matrin-type 1	84460	A0A494C0A7
1366	CLDN7	claudin 7	1366	A0A384ME58
4140	MARK3	microtubule affinity regulating kinase 3	4140	A0A7I2YQF7
55289	ACOXL	acyl-CoA oxidase like	55289	A0A7I2V3X2
85442	KNDC1	kinase non-catalytic C-lobe domain containing 1	85442	A0A804HID6
2006	ELN	elastin	2006	B4E3S4
124220	ZG16B	zymogen granule protein 16B	124220	G8H6I3
2138	EYA1	EYA transcriptional coactivator and phosphatase 1	2138	F8WB53
81873	ARPC5L	actin related protein 2/3 complex subunit 5 like	81873	B3KPC7
27343	POLL	DNA polymerase lambda	27343	B4DE17
2044	EPHA5	EPH receptor A5	2044	Q59FT4
1355	COX15	cytochrome c oxidase assembly homolog COX15	1355	B4DQM2
51520	LARS1	leucyl-tRNA synthetase 1	51520	B4E266
4616	GADD45B	growth arrest and DNA damage inducible beta	4616	K7EPQ8
9879	DDX46	DEAD-box helicase 46	9879	A0A0C4DG89
55681	SCYL2	SCY1 like pseudokinase 2	55681	A0A0U1RQQ9
493861	EID3	EP300 interacting inhibitor of differentiation 3	493861	A0A140VJI9
439915	KRTAP5-5	keratin associated protein 5-5	439915	A0A0G2JS28
3002	GZMB	granzyme B	3002	Q6XGZ4
51111	KMT5B	lysine methyltransferase 5B	51111	B7WNX0
54556	ING3	inhibitor of growth family member 3	54556	B7ZKQ7
55602	CDKN2AIP	CDKN2A interacting protein	55602	B3KTW3
1173	AP2M1	adaptor related protein complex 2 subunit mu 1	1173	B4DNB9
84971	ATG4D	autophagy related 4D cysteine peptidase	84971	B4DGM8
10320	IKZF1	IKAROS family zinc finger 1	10320	C9JTB0
58473	PLEKHB1	pleckstrin homology domain containing B1	58473	A0A024R5H7
340273	ABCB5	ATP binding cassette subfamily B member 5	340273	A0A024RA03
115584	SLC5A11	solute carrier family 5 member 11	115584	B7Z8N3
10721	POLQ	DNA polymerase theta	10721	Q59EE4
145864	HAPLN3	hyaluronan and proteoglycan link protein 3	145864	A0A024RC58
19	ABCA1	ATP binding cassette subfamily A member 1	19	B7XCW9
10178	TENM1	teneurin transmembrane protein 1	10178	B7ZMH4
136242	PRSS37	serine protease 37	136242	B7ZMK3
25839	COG4	component of oligomeric golgi complex 4	25839	A0A0A0MS45
2122	MECOM	MDS1 and EVI1 complex locus	2122	C7FEN9
9162	DGKI	diacylglycerol kinase iota	9162	E7EWQ4
55531	ELMOD1	ELMO domain containing 1	55531	B4DM88
53841	CDHR5	cadherin related family member 5	53841	B4DV98
10762	NUP50	nucleoporin 50	10762	B4E2D3
3818	KLKB1	kallikrein B1	3818	B4DMX2
8890	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	8890	B4DUP5
56158	TEX12	testis expressed 12	56158	A0A024R3E7
80727	TTYH3	tweety family member 3	80727	A0A024R816
22824	HSPA4L	heat shock protein family A (Hsp70) member 4 like	22824	E9PDE8
51496	CTDSPL2	CTD small phosphatase like 2	51496	A0A024R5Q8
3691	ITGB4	integrin subunit beta 4	3691	A0A024R8K7
83989	FAM172A	family with sequence similarity 172 member A	83989	A0A024RAL9
5260	PHKG1	phosphorylase kinase catalytic subunit gamma 1	5260	A0A024RDL4
153396	TMEM161B	transmembrane protein 161B	153396	E9PCX5
10687	PNMA2	PNMA family member 2	10687	Q5U5Z3
25972	UNC50	unc-50 inner nuclear membrane RNA binding protein	25972	A0A0S2Z612
100303755	PET117	PET117 cytochrome c oxidase chaperone	100303755	L0R6F6
7077	TIMP2	TIMP metallopeptidase inhibitor 2	7077	A0A140VK57
3915	LAMC1	laminin subunit gamma 1	3915	Q6NVY8
79003	MIS12	MIS12 kinetochore complex component	79003	A8K1M4
220965	FAM13C	family with sequence similarity 13 member C	220965	A8K181
6252	RTN1	reticulon 1	6252	A8K3B9
3481	IGF2	insulin like growth factor 2	3481	E3UN46
143570	XRRA1	X-ray radiation resistance associated 1	143570	Q8TEH2
401551	WDR38	WD repeat domain 38	401551	A0A087X0J1
11043	MID2	midline 2	11043	Q6GX22
112770	GLMP	glycosylated lysosomal membrane protein	112770	A0A087WV34
64708	COPS7B	COP9 signalosome subunit 7B	64708	Q6ZTQ7
5894	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	5894	A0A0S2Z4L5
202658	TRIM39-RPP21	TRIM39-RPP21 readthrough	202658	A6ZJ12
79905	TMC7	transmembrane channel like 7	79905	H3BNW8
2035	EPB41	erythrocyte membrane protein band 4.1	2035	Q1WWM3
113251	LARP4	La ribonucleoprotein 4	113251	Q6P4E2
9043	SPAG9	sperm associated antigen 9	9043	Q5JB53
4582	MUC1	mucin 1, cell surface associated	4582	A0A0C4DGW3
54927	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	54927	B7Z1X9
9402	GRAP2	GRB2 related adaptor protein 2	9402	B7Z8E3
415	ARSL	arylsulfatase L	415	B7Z1M0
9520	NPEPPS	aminopeptidase puromycin sensitive	9520	B7Z899
8851	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1	8851	Q8N619
9086	EIF1AY	eukaryotic translation initiation factor 1A Y-linked	9086	A6NJH9
1977	EIF4E	eukaryotic translation initiation factor 4E	1977	Q32Q75
7923	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	7923	A0A1U9X7U3
100129969	FAM205C	family with sequence similarity 205 member C	100129969	A0A0U1RRK5
51477	ISYNA1	inositol-3-phosphate synthase 1	51477	A0A140VK73
22824	HSPA4L	heat shock protein family A (Hsp70) member 4 like	22824	A0A140VKE7
23030	KDM4B	lysine demethylase 4B	23030	A0A0C4DFL8
29999	FSCN3	fascin actin-bundling protein 3	29999	A0A140VK18
3111	HLA-DOA	major histocompatibility complex, class II, DO alpha	3111	A0A1V0E3R6
140	ADORA3	adenosine A3 receptor	140	A0A0J9YWR0
4140	MARK3	microtubule affinity regulating kinase 3	4140	A0A7I2V2E3
81887	LAS1L	LAS1 like ribosome biogenesis factor	81887	A0A7I2YQI7
26291	FGF21	fibroblast growth factor 21	26291	A0A7U3L5M7
10005	ACOT8	acyl-CoA thioesterase 8	10005	A0A494C0N6
387	RHOA	ras homolog family member A	387	A0A7I2YQV1
64218	SEMA4A	semaphorin 4A	64218	B4DKS5
219931	TPCN2	two pore segment channel 2	219931	Q59G56
5795	PTPRJ	protein tyrosine phosphatase receptor type J	5795	Q9NPR5
1796	DOK1	docking protein 1	1796	B3KP83
81616	ACSBG2	acyl-CoA synthetase bubblegum family member 2	81616	B4DYU1
2844	GPR21	G protein-coupled receptor 21	2844	B4DSD1
5316	PKNOX1	PBX/knotted 1 homeobox 1	5316	E7EPN6
23284	ADGRL3	adhesion G protein-coupled receptor L3	23284	E7EUW2
9254	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2	9254	C9JE82
6256	RXRA	retinoid X receptor alpha	6256	Q6P3U7
9179	AP4M1	adaptor related protein complex 4 subunit mu 1	9179	C9JC87
29974	A1CF	APOBEC1 complementation factor	29974	A0A024QZI9
8460	TPST1	tyrosylprotein sulfotransferase 1	8460	A0A024RDK9
1207	CLNS1A	chloride nucleotide-sensitive channel 1A	1207	E9PMI6
1317	SLC31A1	solute carrier family 31 member 1	1317	A0A024R824
6322	SCML1	Scm polycomb group protein like 1	6322	A0A024RBZ7
23216	TBC1D1	TBC1 domain family member 1	23216	B9A6J6
23431	AP4E1	adaptor related protein complex 4 subunit epsilon 1	23431	B4DM48
1111	CHEK1	checkpoint kinase 1	1111	B4DT73
4292	MLH1	mutL homolog 1	4292	Q59EG3
10397	NDRG1	N-myc downstream regulated 1	10397	B3KWB2
1936	EEF1D	eukaryotic translation elongation factor 1 delta	1936	B2RAR6
3818	KLKB1	kallikrein B1	3818	A8K9A9
317749	DHRS4L2	dehydrogenase/reductase 4 like 2	317749	A0A087WSZ6
23250	ATP11A	ATPase phospholipid transporting 11A	23250	Q659C3
26097	CHTOP	chromatin target of PRMT1	26097	A0A087X1B7
6609	SMPD1	sphingomyelin phosphodiesterase 1	6609	Q8IUN0
6300	MAPK12	mitogen-activated protein kinase 12	6300	Q6N076
93594	TBC1D31	TBC1 domain family member 31	93594	E7ERK7
55153	SDAD1	SDA1 domain containing 1	55153	E7EW05
27241	BBS9	Bardet-Biedl syndrome 9	27241	A0A090N8P4
141	ADPRH	ADP-ribosylarginine hydrolase	141	B4E341
113540	CMTM1	CKLF like MARVEL transmembrane domain containing 1	113540	E9PAX0
7082	TJP1	tight junction protein 1	7082	A9CQZ8
53	ACP2	acid phosphatase 2, lysosomal	53	B7Z8T9
2323	FLT3LG	fms related receptor tyrosine kinase 3 ligand	2323	M0QYM9
84529	CDIN1	CDAN1 interacting nuclease 1	84529	H3BS01
90835	CFAP119	cilia and flagella associated protein 119	90835	H3BTQ9
26471	NUPR1	nuclear protein 1, transcriptional regulator	26471	A0A024QZC4
9456	HOMER1	homer scaffold protein 1	9456	Q5U5K4
2897	GRIK1	glutamate ionotropic receptor kainate type subunit 1	2897	B7Z3V7
10006	ABI1	abl interactor 1	10006	A0A0A0MRT6
56947	MFF	mitochondrial fission factor	56947	A0A0A0MS29
283373	ANKRD52	ankyrin repeat domain 52	283373	B3KWN0
1478	CSTF2	cleavage stimulation factor subunit 2	1478	B3V096
2687	GGT5	gamma-glutamyltransferase 5	2687	B4DEL3
9897	WASHC5	WASH complex subunit 5	9897	E7EQI7
84908	FAM136A	family with sequence similarity 136 member A	84908	E7EQY1
4065	LY75	lymphocyte antigen 75	4065	Q59H44
284439	SLC25A42	solute carrier family 25 member 42	284439	Q8NHH2
85442	KNDC1	kinase non-catalytic C-lobe domain containing 1	85442	A0A804HHZ0
64062	RBM26	RNA binding motif protein 26	64062	A0A087X0H9
89801	PPP1R3F	protein phosphatase 1 regulatory subunit 3F	89801	Q0D2I0
2173	FABP7	fatty acid binding protein 7	2173	A0A077H155
126526	C19orf47	chromosome 19 open reading frame 47	126526	A0A804HLH2
348180	CTU2	cytosolic thiouridylase subunit 2	348180	H3BSW6
79696	ZC2HC1C	zinc finger C2HC-type containing 1C	79696	J3KMY6
9495	AKAP5	A-kinase anchoring protein 5	9495	Q6PG46
7167	TPI1	triosephosphate isomerase 1	7167	V9HWK1
761	CA3	carbonic anhydrase 3	761	V9HWA3
1434	CSE1L	chromosome segregation 1 like	1434	A0A384NKW7
8468	FKBP6	FKBP prolyl isomerase family member 6 (inactive)	8468	A0A3B3IST2
7514	XPO1	exportin 1	7514	A0A7I2V6B9
3111	HLA-DOA	major histocompatibility complex, class II, DO alpha	3111	A0A1V0E3P3
7802	DNALI1	dynein axonemal light intermediate chain 1	7802	A0A499FIY3
9148	NEURL1	neuralized E3 ubiquitin protein ligase 1	9148	B4DS86
26054	SENP6	SUMO specific peptidase 6	26054	F8W6D9
338	APOB	apolipoprotein B	338	Q59HB3
4193	MDM2	MDM2 proto-oncogene	4193	A0A0A8KB75
55160	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	55160	Q5VXI4
10130	PDIA6	protein disulfide isomerase family A member 6	10130	A0A384NPU5
3747	KCNC2	potassium voltage-gated channel subfamily C member 2	3747	A0A3B3ISR9
400736	PRAMEF13	PRAME family member 13	400736	A0A1W2PPB9
9229	DLGAP1	DLG associated protein 1	9229	A0A0A0MTP4
7587	ZNF37A	zinc finger protein 37A	7587	A0A1B0GVV4
84879	MFSD2A	major facilitator superfamily domain containing 2A	84879	B4DNN7
54617	INO80	INO80 complex ATPase subunit	54617	A0A024R9R7
1040	CDS1	CDP-diacylglycerol synthase 1	1040	A0A024RDG8
135112	NCOA7	nuclear receptor coactivator 7	135112	B3KXK4
10287	RGS19	regulator of G protein signaling 19	10287	B4DP94
53	ACP2	acid phosphatase 2, lysosomal	53	E9PQY3
7626	ZNF75D	zinc finger protein 75D	7626	Q86TD5
6259	RYK	receptor like tyrosine kinase	6259	Q8WTZ8
2331	FMOD	fibromodulin	2331	Q12833
9427	ECEL1	endothelin converting enzyme like 1	9427	A0A6F7YIA8
55870	ASH1L	ASH1 like histone lysine methyltransferase	55870	A0A7I2YQU9
4929	NR4A2	nuclear receptor subfamily 4 group A member 2	4929	F1DAL2
1005	CDH7	cadherin 7	1005	F5H5X9
123228	SENP8	SUMO peptidase family member, NEDD8 specific	123228	A8K8D3
5289	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	5289	A8MYT4
5071	PRKN	parkin RBR E3 ubiquitin protein ligase	5071	X5DR79
7165	TPD52L2	TPD52 like 2	7165	A0A087WYR3
440435	GPR179	G protein-coupled receptor 179	440435	A0A087X0K8
64147	KIF9	kinesin family member 9	64147	A8K932
8498	RANBP3	RAN binding protein 3	8498	Q53GE1
5134	PDCD2	programmed cell death 2	5134	A0A087WYJ3
4281	MID1	midline 1	4281	A0A087X255
100532731	COMMD3-BMI1	COMMD3-BMI1 readthrough	100532731	R4GMX3
79856	SNX22	sorting nexin 22	79856	Q6ZTF9
1822	ATN1	atrophin 1	1822	Q86V38
55130	ODAD2	outer dynein arm docking complex subunit 2	55130	B7Z7Y0
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	5209	B7Z8A0
6293	VPS52	VPS52 subunit of GARP complex	6293	B3KMF7
8705	B3GALT4	beta-1,3-galactosyltransferase 4	8705	B3KQP5
57535	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1	57535	B4DLZ2
8715	NOL4	nucleolar protein 4	8715	B4DLW2
24137	KIF4A	kinesin family member 4A	24137	Q59HG1
9911	TMCC2	transmembrane and coiled-coil domain family 2	9911	A0A0C4DFR1
79411	GLB1L	galactosidase beta 1 like	79411	A0A140VJK0
92483	LDHAL6B	lactate dehydrogenase A like 6B	92483	A0A140VJM9
3033	HADH	hydroxyacyl-CoA dehydrogenase	3033	A0A140VK76
3093	UBE2K	ubiquitin conjugating enzyme E2 K	3093	B4DIZ2
4293	MAP3K9	mitogen-activated protein kinase kinase kinase 9	4293	B4DZC4
22824	HSPA4L	heat shock protein family A (Hsp70) member 4 like	22824	B4DZR0
149840	SHLD1	shieldin complex subunit 1	149840	Q5TGA6
54437	SEMA5B	semaphorin 5B	54437	C9JKR3
22798	LAMB4	laminin subunit beta 4	22798	C9JMJ0
1933	EEF1B2	eukaryotic translation elongation factor 1 beta 2	1933	A0A024R3W7
64855	NIBAN2	niban apoptosis regulator 2	64855	A0A024R872
285848	PNPLA1	patatin like phospholipase domain containing 1	285848	B8XXQ3
9515	STXBP5L	syntaxin binding protein 5L	9515	E9PFI2
55775	TDP1	tyrosyl-DNA phosphodiesterase 1	55775	G3V2F4
10272	FSTL3	follistatin like 3	10272	A0A024R1Y8
54815	GATAD2A	GATA zinc finger domain containing 2A	54815	A0A024R7M6
9053	MAP7	microtubule associated protein 7	9053	B7ZB64
26520	TIMM9	translocase of inner mitochondrial membrane 9	26520	A0A1W2PQS5
7733	ZNF180	zinc finger protein 180	7733	G5E9B8
116285	ACSM1	acyl-CoA synthetase medium chain family member 1	116285	B2RAP4
7553	ZNF7	zinc finger protein 7	7553	F5H290
8076	MFAP5	microfibril associated protein 5	8076	F5H413
9203	ZMYM3	zinc finger MYM-type containing 3	9203	A8K3Z7
3420	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	3420	A0A087X2E5
100526842	RPL17-C18orf32	RPL17-C18orf32 readthrough	100526842	A0A0A6YYL6
79836	LONRF3	LON peptidase N-terminal domain and ring finger 3	79836	A8K2D3
202243	CCDC125	coiled-coil domain containing 125	202243	Q2HJ12
347735	SERINC2	serine incorporator 2	347735	Q96IM8
3837	KPNB1	karyopherin subunit beta 1	3837	B7Z752
23178	PASK	PAS domain containing serine/threonine kinase	23178	B7Z7V7
6925	TCF4	transcription factor 4	6925	H3BTP3
4094	MAF	MAF bZIP transcription factor	4094	H3BP11
4745	NELL1	neural EGFL like 1	4745	B3KXR2
84527	ZNF559	zinc finger protein 559	84527	Q3LIC1
2935	GSPT1	G1 to S phase transition 1	2935	Q7KZX8
84940	CORO6	coronin 6	84940	B3KRY9
2969	GTF2I	general transcription factor IIi	2969	X5D939
4830	NME1	NME/NM23 nucleoside diphosphate kinase 1	4830	A0A384MTW7
8383	OR1A1	olfactory receptor family 1 subfamily A member 1	8383	A0A126GWA2
56900	TMEM167B	transmembrane protein 167B	56900	A0A024R096
84328	LZIC	leucine zipper and CTNNBIP1 domain containing	84328	A0A024R4I7
8497	PPFIA4	PTPRF interacting protein alpha 4	8497	B4DIS5
2897	GRIK1	glutamate ionotropic receptor kainate type subunit 1	2897	E9PD61
23532	PRAME	PRAME nuclear receptor transcriptional regulator	23532	B7ZAT0
341880	SLC35F4	solute carrier family 35 member F4	341880	G3V4Z9
1759	DNM1	dynamin 1	1759	B7ZAC0
23179	RGL1	ral guanine nucleotide dissociation stimulator like 1	23179	B7ZB61
4793	NFKBIB	NFKB inhibitor beta	4793	G5E9C2
266977	ADGRF1	adhesion G protein-coupled receptor F1	266977	Q3SXM8
154664	ABCA13	ATP binding cassette subfamily A member 13	154664	A0A0A0MT16
783	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2	783	A0A494C0B2
91227	GGTLC2	gamma-glutamyltransferase light chain 2	91227	A0A494C1J8
3708	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3708	B4DER3
1510	CTSE	cathepsin E	1510	A0A7P0MPN9
79867	TCTN2	tectonic family member 2	79867	A0A7P0T8X4
10280	SIGMAR1	sigma non-opioid intracellular receptor 1	10280	A0A7P0T9D5
115948	ODAD3	outer dynein arm docking complex subunit 3	115948	B3KPH7
7168	TPM1	tropomyosin 1	7168	D9YZV4
55764	IFT122	intraflagellar transport 122	55764	B3KUD1
79858	NEK11	NIMA related kinase 11	79858	B4DDN2
88	ACTN2	actinin alpha 2	88	Q59FD9
80036	TRPM3	transient receptor potential cation channel subfamily M member 3	80036	E9PBI7
29959	NRBP1	nuclear receptor binding protein 1	29959	F8W6G1
50944	SHANK1	SH3 and multiple ankyrin repeat domains 1	50944	H9KV90
84548	TMEM185A	transmembrane protein 185A	84548	Q8TCB3
881	CCIN	calicin	881	Q8WWB2
63974	NEUROD6	neuronal differentiation 6	63974	A0A090N7T3
4170	MCL1	MCL1 apoptosis regulator, BCL2 family member	4170	C8YZ26
1400	CRMP1	collapsin response mediator protein 1	1400	E9PD68
221	ALDH3B1	aldehyde dehydrogenase 3 family member B1	221	A0A024R5D8
3747	KCNC2	potassium voltage-gated channel subfamily C member 2	3747	A0A024RBF2
65258	MPPE1	metallophosphoesterase 1	65258	A0A0A0MR93
4004	LMO1	LIM domain only 1	4004	E9PK83
1956	EGFR	epidermal growth factor receptor	1956	E9PFD7
160335	TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2	160335	B7Z639
10771	ZMYND11	zinc finger MYND-type containing 11	10771	Q5UGI2
80128	TRIM46	tripartite motif containing 46	80128	F5GYK0
29991	OBP2A	odorant binding protein 2A	29991	Q5T8A5
9037	SEMA5A	semaphorin 5A	9037	X5DR95
4001	LMNB1	lamin B1	4001	B4DZT3
7474	WNT5A	Wnt family member 5A	7474	B3KQX9
389362	PSMG4	proteasome assembly chaperone 4	389362	D6RB92
2733	GLE1	GLE1 RNA export mediator	2733	A0A804HJ70
26579	MYEOV	myeloma overexpressed	26579	A8K256
114907	FBXO32	F-box protein 32	114907	Q498Y9
80036	TRPM3	transient receptor potential cation channel subfamily M member 3	80036	Q6NW43
10961	ERP29	endoplasmic reticulum protein 29	10961	F8VY02
81562	LMAN2L	lectin, mannose binding 2 like	81562	B4E308
8999	CDKL2	cyclin dependent kinase like 2	8999	B4DH08
64418	TMEM168	transmembrane protein 168	64418	A0A024R716
54795	TRPM4	transient receptor potential cation channel subfamily M member 4	54795	B4DIX5
1508	CTSB	cathepsin B	1508	B4DMY4
10562	OLFM4	olfactomedin 4	10562	A0A024QZ95
134288	TMEM174	transmembrane protein 174	134288	A0A024RAN0
1019	CDK4	cyclin dependent kinase 4	1019	A0A024RBB6
4534	MTM1	myotubularin 1	4534	A0A024RC06
23786	BCL2L13	BCL2 like 13	23786	A0A0A0MR90
114815	SORCS1	sortilin related VPS10 domain containing receptor 1	114815	B3KVZ0
130951	M1AP	meiosis 1 associated protein	130951	B3KX03
146395	GSG1L	GSG1 like	146395	B3KY67
3717	JAK2	Janus kinase 2	3717	B4DYV1
144165	PRICKLE1	prickle planar cell polarity protein 1	144165	B3KVG3
54756	IL17RD	interleukin 17 receptor D	54756	B4DXM5
284656	EPHA10	EPH receptor A10	284656	Q4G0R4
131177	FAM3D	FAM3 metabolism regulating signaling molecule D	131177	A0A0A8K9B4
9514	GAL3ST1	galactose-3-O-sulfotransferase 1	9514	B2R7S4
2570	GABRR2	gamma-aminobutyric acid type A receptor subunit rho2	2570	B4DER2
5090	PBX3	PBX homeobox 3	5090	Q5JS98
51253	MRPL37	mitochondrial ribosomal protein L37	51253	S4R369
5079	PAX5	paired box 5	5079	C0KTE5
9720	CCDC144A	coiled-coil domain containing 144A	9720	B7ZM27
3818	KLKB1	kallikrein B1	3818	E9PBC5
89790	SIGLEC10	sialic acid binding Ig like lectin 10	89790	B7ZL06
9750	RIPOR2	RHO family interacting cell polarization regulator 2	9750	F5GX51
5593	PRKG2	protein kinase cGMP-dependent 2	5593	B4DLF9
3172	HNF4A	hepatocyte nuclear factor 4 alpha	3172	F1D8S2
9152	SLC6A5	solute carrier family 6 member 5	9152	Q4VAM6
284541	CYP4A22	cytochrome P450 family 4 subfamily A member 22	284541	A5PL05
55218	EXD2	exonuclease 3'-5' domain containing 2	55218	A8K948
55651	NHP2	NHP2 ribonucleoprotein	55651	J3QSY4
253461	ZBTB38	zinc finger and BTB domain containing 38	253461	Q9H6F0
6007	RHD	Rh blood group D antigen	6007	Q5XLS8
647135	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	647135	A0A087WW56
3843	IPO5	importin 5	3843	B3KWG6
8031	NCOA4	nuclear receptor coactivator 4	8031	Q96E88
201965	RWDD4	RWD domain containing 4	201965	E7EV43
9070	ASH2L	ASH2 like, histone lysine methyltransferase complex subunit	9070	B4DPT1
124857	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	124857	C9J6G4
114483834	ABCF2-H2BK1	ABCF2-H2BK1 readthrough	114483834	A0A090N7Y2
9784	SNX17	sorting nexin 17	9784	B4DQ37
8509	NDST2	N-deacetylase and N-sulfotransferase 2	8509	B4DU70
390078	OR52E6	olfactory receptor family 52 subfamily E member 6	390078	A0A126GVK5
89778	SERPINB11	serpin family B member 11	89778	A9UKE9
7769	ZNF226	zinc finger protein 226	7769	Q9NR94
57554	LRRC7	leucine rich repeat containing 7	57554	A0A075B6E9
60312	AFAP1	actin filament associated protein 1	60312	Q6ZRV0
159371	SLC35G1	solute carrier family 35 member G1	159371	B7ZKP0
4210	MEFV	MEFV innate immuity regulator, pyrin	4210	D2DTW2
5424	POLD1	DNA polymerase delta 1, catalytic subunit	5424	Q308M6
10189	ALYREF	Aly/REF export factor	10189	E9PB61
25925	ZNF521	zinc finger protein 521	25925	Q8IYZ2
1174	AP1S1	adaptor related protein complex 1 subunit sigma 1	1174	A0A024QYT6
1676	DFFA	DNA fragmentation factor subunit alpha	1676	A0A024R4H5
55224	ETNK2	ethanolamine kinase 2	55224	A0A024R976
23339	VPS39	VPS39 subunit of HOPS complex	23339	A0A024R9L9
5275	SERPINB13	serpin family B member 13	5275	A0A0A0MQW3
9847	C2CD5	C2 calcium dependent domain containing 5	9847	B7ZLK1
1854	DUT	deoxyuridine triphosphatase	1854	H0YNW5
22925	PLA2R1	phospholipase A2 receptor 1	22925	B7ZML4
114659	LRRC37B	leucine rich repeat containing 37B	114659	F5H5K1
51447	IP6K2	inositol hexakisphosphate kinase 2	51447	A8K636
10114	HIPK3	homeodomain interacting protein kinase 3	10114	A8KAE4
28970	C11orf54	chromosome 11 open reading frame 54	28970	A0A087WT99
100529251	CKLF-CMTM1	CKLF-CMTM1 readthrough	100529251	A0A087WVB3
26750	RPS6KC1	ribosomal protein S6 kinase C1	26750	A0A087X1U5
80975	TMPRSS5	transmembrane serine protease 5	80975	Q0P513
60682	SMAP1	small ArfGAP 1	60682	A0A087X1X9
54429	TAS2R5	taste 2 receptor member 5	54429	Q502V5
5286	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	5286	L7RRS0
9611	NCOR1	nuclear receptor corepressor 1	9611	Q6PGR4
285489	DOK7	docking protein 7	285489	Q8N1M3
284406	ZFP82	ZFP82 zinc finger protein	284406	D3Y299
285148	IAH1	isoamyl acetate hydrolyzing esterase 1 (putative)	285148	Q6NVV8
10152	ABI2	abl interactor 2	10152	B7Z836
958	CD40	CD40 molecule	958	A0A0S2Z3C7
219432	OR4C6	olfactory receptor family 4 subfamily C member 6	219432	A0A126GVN0
7869	SEMA3B	semaphorin 3B	7869	A0A0C4DGV8
7416	VDAC1	voltage dependent anion channel 1	7416	A0A1L1UHR1
3111	HLA-DOA	major histocompatibility complex, class II, DO alpha	3111	A0A1V0E3N7
54344	DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory	54344	A0A140VJI4
1278	COL1A2	collagen type I alpha 2 chain	1278	A0A0S2Z3H5
375686	SPATC1	spermatogenesis and centriole associated 1	375686	A0A140VJV4
138881	OR1L8	olfactory receptor family 1 subfamily L member 8	138881	A0A126GVC5
79572	ATP13A3	ATPase 13A3	79572	A0A2R8Y635
51684	SUFU	SUFU negative regulator of hedgehog signaling	51684	A0A223LX15
84939	PWWP3A	PWWP domain containing 3A, DNA repair factor	84939	J3KNX4
58504	ARHGAP22	Rho GTPase activating protein 22	58504	A0A2X0SFC0
8125	ANP32A	acidic nuclear phosphoprotein 32 family member A	8125	A0A384P5U2
875	CBS	cystathionine beta-synthase	875	Q9NTF0
25970	SH2B1	SH2B adaptor protein 1	25970	B3KNV5
115201	ATG4A	autophagy related 4A cysteine peptidase	115201	B4DEA4
79797	ZNF408	zinc finger protein 408	79797	B4DXY4
90025	UBE3D	ubiquitin protein ligase E3D	90025	Q4G0J6
23705	CADM1	cell adhesion molecule 1	23705	X5D8W0
