NUMBER	SwissProt ID (DUB)	SwissProt ID (Substrate)	SwissProt AC (DUB)	SwissProt AC (Substrate)	Gene Symbol (DUB)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	DUBTYPE	COUNT	type	species
725	UBP20_HUMAN	KPYM_HUMAN	Q9Y2K6	P14618	USP20	PKM	MEDLINE	25708858	From this evidence, it is expected that <span class="match term0">USP20</span> would be associated with the metabolic pathway through the regulation of <span class="match term1">PKM2</span> ubiquitination.	USP	1	Other	H.sapiens
726	UBP36_HUMAN	SODM_HUMAN	Q9P275	P04179	USP36	SOD2	MEDLINE	21268071	we identified a deubiquitinating enzyme <span class="match term0">USP36</span> that regulates the protein stability of <span class="match term1">SOD2</span>	USP	1	Other	H.sapiens
727	UBP5_HUMAN	SNAI2_HUMAN	P45974	O43623	USP5	SNAI2	MEDLINE	30809294	30809294	USP	1	Other	H.sapiens
728	USP9X_HUMAN	SYUA_HUMAN	Q93008	P37840	USP9X	SNCA	MEDLINE	22361583	We recently found that <span class="match term0">USP9X</span> deubiquitinates alpha-synuclein, and that this process determines the partition of alpha-synuclein between the proteasomal and autophagy pathways.	USP	1	Training data	H.sapiens
729	UBP24_HUMAN	ULK1_HUMAN	Q9UPU5	O75385	USP24	ULK1	MEDLINE	30957634	Our data indicate that <span class="match term0">USP24</span> regulates autophagy by affecting ubiquitination and stability of the <span class="match term1">ULK1</span> protein	USP	1	Other	H.sapiens
730	UCHL1_HUMAN	SYUA_HUMAN	P09936	P37840	UCHL1	SNCA	MEDLINE	30126257	The deubiquitination of alpha-synuclein aggregates by USP9X favor their degradation by autophagy, while <span class="match term0">UCH-L1</span> contribute to the accumulation of alpha-synuclein by downregulating its lysosomal degradation.	UCH	1	Training data	H.sapiens
731	UBP8_HUMAN	SYUA_HUMAN	P40818	P37840	USP8	SNCA	MEDLINE	30126257	In addition, this study identifies <span class="match term0">USP8</span> as one of the best markers of Lewy bodies in human pigmented neurons in sporadic cases of Parkinson's disease and demonstrates the ability of <span class="match term0">USP8</span> to hydrolyze K63-linked ubiquitin chains from alpha-synuclein in vitro.	USP	1	Training data	H.sapiens
732	PSDE_HUMAN	IL1B_HUMAN	O00487	P01584	PSMD14	IL1B	MEDLINE	30315153	In WT macrophages, <span class="match term0">POH1</span> interacts with and deubiquitinates pro-<span class="match term1">IL-1</span>beta by decreasing the K63-linked polyubiquitin chains, as well as decreases the efficacy of pro-<span class="match term1">IL-1</span>beta cleavage	JAMM	1	Other	H.sapiens
733	UBP14_HUMAN	VIME_HUMAN	P54578	P08670	USP14	VIM	MEDLINE	30319415	Furthermore, <span class="match term0">USP14</span> can also deubiquitinate and stabilize <span class="match term1">vimentin</span>, a vital protein which involves in epithelial-to-mesenchymal transition(EMT) and significantly promotes cell growth, migration and invasion in human gastric cancer	USP	1	Training data	H.sapiens
734	UBP6_HUMAN	JUN_HUMAN	P35125	P05412	USP6	JUN	MEDLINE	29061731	Based on our data, <span class="match term0">USP6</span> is an enzyme that deubiquitinates c-<span class="match term1">Jun</span> and regulates its downstream cellular functions.	USP	1	Training data	H.sapiens
735	UBP8_HUMAN	SC31A_HUMAN	P40818	O94979	USP8	SEC31A	MEDLINE	29604273	<span class="match term0">Ubiquitin-specific protease 8</span> deubiquitinates <span class="match term1">Sec31A</span> and decreases large COPII carriers and collagen IV secretion	USP	1	Training data	H.sapiens
736	CYLD_HUMAN	TRAF7_HUMAN	Q9NQC7	Q6Q0C0	CYLD	TRAF7	MEDLINE	26763122	Other identified <span class="match term0">CYLD</span> substrates include TNF receptor associated factor 7 (<span class="match term1">TRAF7</span>), TRAF interacting protein (TRIP), transforming growth factor beta-activated kinase 1 (TAK1), NF-kappa-B essential modifier (NEMO), lymphocyte cell specific protein-tyrosine kinase (LCK), receptor-interacting protein 1 (RIP1), retinoic acid inducible gene (RIG), and polo-like kinase 1 (PLK1)	USP	1	Training data	H.sapiens
737	UBP22_HUMAN	SOX2_HUMAN	Q9UPT9	P48431	USP22	SOX2	MEDLINE	28279784	28279784	USP	1	Training data	H.sapiens
738	UBP8_HUMAN	SOX2_HUMAN	P40818	P48431	USP8	SOX2	MEDLINE	31243344	Elevated <span class="match term0">USP8</span> subsequently acts as an E3 ligase to promote <span class="match term1">SOX2</span> ubiquitination and protein degradation	USP	1	Other	H.sapiens
739	USP9X_HUMAN	SOX2_HUMAN	Q93008	P48431	USP9X	SOX2	MEDLINE	27919796	27919796	USP	1	Training data	H.sapiens
740	OTUB1_HUMAN	TRAF6_HUMAN	Q96FW1	Q9Y4K3	OTUB1	TRAF6	MEDLINE	19996094	Regulation of virus-triggered signaling by <span class="match term0">OTUB1</span>- and OTUB2-mediated deubiquitination of TRAF3 and <span class="match term1">TRAF6</span>	OTU	1	Training data	H.sapiens
741	UBP4_HUMAN	M3K7_HUMAN	Q13107	O43318	USP4	MAP3K7	MEDLINE	21331078	Using a functional genomic approach, we have identified ubiquitin-specific peptidase 4 (<span class="match term0">USP4</span>) as a deubiquitinase for <span class="match term1">TAK1</span>.	USP	1	Other	H.sapiens
742	UBP13_HUMAN	A0A291NLA3_HUMAN	Q92995	A0A291NLA3	USP13	SIGIRR	MEDLINE	31204278	The deubiquitinase <span class="match term0">USP13</span> stabilizes the anti-inflammatory receptor IL-1R8/<span class="match term1">Sigirr</span> to suppress lung inflammation	USP	1	Other	H.sapiens
743	UBP8_HUMAN	KIF23_HUMAN	P40818	Q02241	USP8	KIF23	UNIPROT	UBP15_HUMAN	Deubiquitinates BIRC6/bruce and <span class="match term1">KIF23</span>/MKLP1	USP	1	Other	H.sapiens
744	UBP7_HUMAN	ECT2_HUMAN	Q93009	Q9H8V3	USP7	ECT2	MEDLINE	32929379	Co-immunoprecipitation, immunofluorescent stainings, in vivo deubiquitination and in vitro deubiquitination experiments were performed to examine the physical and functional interaction between <span class="match term1">ECT2</span> and ubiquitin-specific protease <span class="match term0">USP7</span>	USP	1	Other	H.sapiens
745	UBP36_HUMAN	MAD1_HUMAN	Q9P275	Q05195	USP36	MXD1	MEDLINE	33647641	Mechanistically, lnc-HZ01 promotes <span class="match term1">MXD1</span> mRNA transcription by up-regulating its transcription factor c-JUN and also enhances <span class="match term1">MXD1</span> protein stability by up-regulating its deubiquitin enzyme <span class="match term0">USP36</span>	USP	1	Other	H.sapiens
746	USP9X_HUMAN	IF4A2_HUMAN	Q93008	P60842	USP9X	EIF4A1	MEDLINE	29228324	Our results provide evidence that <span class="match term0">USP9X</span> is a novel regulator of the translation initiation process via deubiquitination of <span class="match term1">eIF4A1</span>	USP	1	Other	H.sapiens
747	UBP14_HUMAN	BECN1_HUMAN	P54578	Q14457	USP14	BECN1	MEDLINE	27542828	<span class="match term0">USP14</span> regulates autophagy by suppressing K63 ubiquitination of <span class="match term1">BECLIN 1</span>	USP	1	Training data	H.sapiens
748	UBP3_HUMAN	UIMC1_HUMAN	Q9Y6I4	Q96RL1	USP3	UIMC1	MEDLINE	25121098	K63-linked ubiquitin accumulates on <span class="match term1">Rap80</span> at the DSB foci with the concerted effect of RNF8, RNF168, and Ubc13, which are clipped off with the assistance of <span class="match term0">USP3</span> and BRCC36 to maintain the G2/M checkpoint.	USP	1	Training data	H.sapiens
749	UBP14_HUMAN	TAB2_HUMAN	P54578	Q9NYJ8	USP14	TAB2	MEDLINE	29326710	Taken together, our data demonstrate that <span class="match term0">USP14</span> can negatively regulate autophagy induction by inhibiting Beclin 1 ubiquitination, interrupting association between TRAF6 and Beclin 1, and affecting TLR4-induced activation of NF-kappaB through deubiquitination of TAB 2 protein	USP	1	Training data	H.sapiens
750	UBP8_HUMAN	EPS15_HUMAN	P40818	P42566	USP8	EPS15	UNIPROT	OTUB1_HUMAN	Deubiquitinates <span class="match term1">EPS15</span> and controles tyrosine kinase stability	USP	1	Other	H.sapiens
751	UBP46_HUMAN	ENOA_HUMAN	P62068	P06733	USP46	ENO1	MEDLINE	32707136	In addition, we found that <span class="match term0">USP46</span> is a bona fide deubiquitinating enzyme to stabilize the protein level of <span class="match term1">ENO1</span> through deubiquitination	USP	1	Other	H.sapiens
752	UBP37_HUMAN	EPAS1_HUMAN	Q86T82	Q99814	USP37	EPAS1	MEDLINE	32461361	<span class="match term0">USP37</span> promotes deubiquitination of <span class="match term1">HIF2ALPHA</span> in kidney cancer	USP	1	Other	H.sapiens
753	UBP8_HUMAN	BIRC6_HUMAN	P40818	Q9NR09	USP8	BIRC6	UNIPROT	UBP37_HUMAN	Deubiquitinates <span class="match term1">BIRC6</span>/bruce and KIF23/MKLP1	USP	1	Other	H.sapiens
754	TNAP3_HUMAN	TRAF2_HUMAN	P21580	Q12933	TNFAIP3	TRAF2	MEDLINE	24673262	A tight control in TNF-a led NF-kB activation is exerted by<span class="match term0">A20</span> as it targets both RIP1 and <span class="match term1">TRAF2</span> through different mechanisms	OTU	1	Training data	H.sapiens
755	UBP10_HUMAN	TAP1_HUMAN	Q14694	Q03518	USP10	TAP1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
756	UBP7_HUMAN	CRY1_HUMAN	Q93009	Q16526	USP7	CRY1	MEDLINE	27123980	We found that ubiquitin-specific protease 7 (<span class="match term0">USP7</span> also known as HAUSP) associates with <span class="match term1">CRY1</span> and CRY2 and stabilizes CRYs through deubiquitination	USP	1	Training data	H.sapiens
757	UBP21_HUMAN	FOXP3_HUMAN	Q9UK80	Q9BZS1	USP21	FOXP3	MEDLINE	27857073	<span class="match term0">USP21</span> stabilizes <span class="match term1">FOXP3</span> protein by mediating its deubiquitination and maintains the expression of Treg signature genes	USP	1	Training data	H.sapiens
758	UBP11_HUMAN	XPC_HUMAN	P51784	Q01831	USP11	XPC	MEDLINE	29228550	Regulation of <span class="match term1">XPC</span> deubiquitination by <span class="match term0">USP11</span> in repair of UV-induced DNA damage	USP	1	Training data	H.sapiens
759	UBP15_HUMAN	IF4A1_HUMAN	Q9Y4E8	P60842	USP15	EIF4A1	MEDLINE	34422211	Platelet-Rich Plasma-Derived Exosomal <span class="match term0">USP15</span> Promotes Cutaneous Wound Healing via Deubiquitinating <span class="match term1">EIF4A1</span>	USP	1	Other	H.sapiens
760	UBP10_HUMAN	TBX21_HUMAN	Q14694	Q9UL17	USP10	TBX21	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
761	UBP22_HUMAN	TERF1_HUMAN	Q9UPT9	P54274	USP22	TERF1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
762	UCHL5_HUMAN	TGFR1_HUMAN	Q9Y5K5	P36897	UCHL5	TGFBR1	MEDLINE	24756567	Via SMAD7, <span class="match term0">UCH37</span> can further be recruited to <span class="match term1">TbetaRI</span>, where it removes polyubiquitin chains synthesized by SMURF	UCH	1	Training data	H.sapiens
763	UBP19_HUMAN	RN123_HUMAN	O94966	Q5XPI4	USP19	RNF123	MEDLINE	25121098	<span class="match term0">USP19</span> deubiquitinates Kip1 ubiquitination-promoting complex protein 1 (<span class="match term1">KPC1</span>) regulating p27Kip1	USP	1	Training data	H.sapiens
764	UBP7_HUMAN	KAT5_HUMAN	Q93009	Q92993	USP7	KAT5	MEDLINE	25121098	<span class="match term0">USP7</span> deubiquitinates and stabilizes the acetyltransferase <span class="match term1">Tip60</span> to induce p53-dependent apoptotic pathways	USP	1	Training data	H.sapiens
765	UBP11_HUMAN	TGFR1_HUMAN	P51784	P36897	USP11	TGFBR1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
766	UBP15_HUMAN	TGFR1_HUMAN	Q9Y4E8	P36897	USP15	TGFBR1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
767	USP9X_HUMAN	SMAD4_HUMAN	Q93008	Q13485	USP9X	SMAD4	MEDLINE	25317929	Multiple mono-ubiquitination of SMAD3 can be removed by USP15 and mono-ubiquitination of <span class="match term1">SMAD4</span> seems to be removed by FAM/<span class="match term0">USP9X</span>	USP	1	Training data	H.sapiens
768	CYLD_HUMAN	TRAF2_HUMAN	Q9NQC7	Q12933	CYLD	TRAF2	MEDLINE	28900035	We conclude that PrP traps <span class="match term0">CYLD</span>, preventing it from binding and deubiquitinating RIP1 and <span class="match term1">TRAF2</span>.	USP	1	Training data	H.sapiens
769	UBP8_HUMAN	CHM1B_HUMAN	P40818	Q7LBR1	USP8	CHMP1B	MEDLINE	29933386	Based on these observations, we propose that <span class="match term1">CHMP1B</span> is dynamically regulated by ubiquitination in response to EGF and that <span class="match term0">USP8</span> triggers <span class="match term1">CHMP1B</span> deubiquitination possibly favoring its subsequent assembly into a membrane-associated ESCRT-III polymer.	USP	1	Other	H.sapiens
770	UBP21_HUMAN	BRCA2_HUMAN	Q9UK80	P51587	USP21	BRCA2	MEDLINE	28743957	Together, our findings identify deubiquitination as a means to regulate <span class="match term1">BRCA2</span> function and point to <span class="match term0">USP21</span> as a potential therapeutic target in <span class="match term1">BRCA2</span>-proficient tumors.	USP	1	Training data	H.sapiens
771	UCHL1_HUMAN	TGFR1_HUMAN	P09936	P36897	UCHL1	TGFBR1	MEDLINE	31857432	Mechanistically, <span class="match term0">UCHL1</span> facilitates TGFbeta signaling-induced metastasis by protecting <span class="match term1">TGFbeta type I receptor</span> and SMAD2 from ubiquitination	UCH	1	Other	H.sapiens
772	USP9X_HUMAN	TRIB3_HUMAN	Q93008	Q96RU7	USP9X	TRIB3	MEDLINE	27593927	<span class="match term0">USP9x</span> in turn stimulates JAG1 activity through two mechanisms: (1) through <span class="match term1">TRB3</span> deubiquitination and stabilization, and (2) through deubiquitination and activation of Mind Bomb 1, an E3 ligase required for JAG1 ubiquitination-mediated endocytosis and Notch activation.	USP	1	Training data	H.sapiens
773	UBP10_HUMAN	TBP_HUMAN	Q14694	P20226	USP10	TBP	MEDLINE	26393420	Huwe1 as an E3 ligase targeting <span class="match term1">TBP</span> for K48-linked ubiquitination and proteasome-mediated degradation; We found that Huwe1 activity on <span class="match term1">TBP</span> is antagonized by the deubiquitinase <span class="match term0">USP10</span>, which protects <span class="match term1">TBP</span> from degradation.	USP	1	Other	H.sapiens
774	UBP21_HUMAN	EZH2_HUMAN	Q9UK80	Q15910	USP21	EZH2	MEDLINE	33389794	CONCLUSION: The deubiquitinase <span class="match term0">USP21</span> promotes cell proliferation by maintaining the <span class="match term1">EZH2</span> protein level in DLBCL	USP	1	Other	H.sapiens
775	UBP4_HUMAN	TGFR1_HUMAN	Q13107	P36897	USP4	TGFBR1	MEDLINE	24756567	<span class="match term0">USP4</span> is a DUB for <span class="match term1">TGFbeta type I receptor</span>	USP	1	Training data	H.sapiens
776	OTUB1_HUMAN	MSH2_HUMAN	Q96FW1	P43246	OTUB1	MSH2	MEDLINE	33640455	<span class="match term0">OTUB1</span> stabilizes mismatch repair protein <span class="match term1">MSH2</span> by blocking ubiquitination	OTU	1	Other	H.sapiens
777	CYLD_HUMAN	P53_HUMAN	Q9NQC7	P04637	CYLD	TP53	MEDLINE	27561390	Mechanistically, <span class="match term0">CYLD</span> interacts with and deubiquitinates <span class="match term1">p53</span> facilitating its stabilization in response to genotoxic stress.	USP	1	Other	H.sapiens
778	UBP15_HUMAN	CASP6_HUMAN	Q9Y4E8	P55212	USP15	CASP6	MEDLINE	31952546	We further demonstrated <span class="match term1">CASPASE-6</span>, as a downstream protein of <span class="match term0">USP15</span>, was regulated at the post-translational level by deubiquitinating activity of <span class="match term0">USP15</span>. 	USP	1	Other	H.sapiens
779	UCHL3_HUMAN	FOXM1_HUMAN	P15374	Q08050	UCHL3	FOXM1	MEDLINE	31598398	Our results demonstrate that <span class="match term0">UCHL3</span> deubiquitinated and stabilized <span class="match term1">FOXM1</span>, thereby potentiating proliferation, migration, and invasion of pancreatic cancer cells.	UCH	1	Other	H.sapiens
780	USP9X_HUMAN	FOXO3_HUMAN	Q93008	O43524	USP9X	FOXO3	MEDLINE	24990963	Hydroxylation of these sites prevents the binding of <span class="match term0">USP9x</span> deubiquitinase, thereby promoting the proteasomal degradation of <span class="match term1">FOXO3A</span>.	USP	1	Other	H.sapiens
781	UBP13_HUMAN	STING_HUMAN	Q92995	Q86WV6	USP13	TMEM173	MEDLINE	28534493	Here, we show that ubiquitin-specific protease  13 (<span class="match term0">USP13</span>) is a STING-interacting protein that catalyses deubiquitination of <span class="match term1">STING</span>.	USP	1	Training data	H.sapiens
782	UBP7_HUMAN	NRF1_HUMAN	Q93009	Q16656	USP7	NRF1	MEDLINE	33933455	The deubiquitinating enzyme <span class="match term0">USP7</span> regulates the transcription factor <span class="match term1">Nrf1</span> by modulating its stability in response to toxic metal exposure	USP	1	Other	H.sapiens
783	UBP21_HUMAN	STING_HUMAN	Q9UK80	Q86WV6	USP21	TMEM173	MEDLINE	28254948	In this study, we found that <span class="match term0">USP21</span> is an important deubiquitinating enzyme for <span class="match term1">STING</span> and that it negatively regulates the DNA virus-induced production of type I interferons by hydrolyzing K27/63-linked polyubiquitin chain on STING.	USP	1	Training data	H.sapiens
784	UBP20_HUMAN	STING_HUMAN	Q9Y2K6	Q86WV6	USP20	TMEM173	MEDLINE	27801882	USP18 recruits <span class="match term0">USP20</span> to promote innate antiviral response through deubiquitinating <span class="match term1">STING</span>/MITA	USP	1	Training data	H.sapiens
785	UBP22_HUMAN	SHH_HUMAN	Q9UPT9	Q15465	USP22	SHH	MEDLINE	33568633	Ubiquitination assays manifested that LINC01426 and <span class="match term0">USP22</span> modulated <span class="match term1">SHH</span> ubiquitination levels	USP	1	Other	H.sapiens
786	UBP22_HUMAN	STING_HUMAN	Q9UPT9	Q86WV6	USP22	TMEM173	MEDLINE	29732405	<span class="match term0">USP22</span> removes K27-linked ubiquitination on <span class="match term1">STING</span> through cooperation with USP13	USP	1	Training data	H.sapiens
787	UBP5_HUMAN	STING_HUMAN	P45974	Q86WV6	USP5	TMEM173	MEDLINE	29732405	In addition, the ubiquitination of <span class="match term1">STING</span> was impaired by <span class="match term0">USP5</span>, USP13, and USP22.	USP	1	Training data	H.sapiens
788	OTUL_HUMAN	NEMO_HUMAN	Q96BN8	Q9Y6K9	OTULIN	IKBKG	MEDLINE	29444948	Deubiquitination effects of swine <span class="match term0">OTULIN</span> were identified. The interaction between porcine <span class="match term0">OTULIN</span> and PRRSV Nsp11 is dependent on the OTU domain. PRRSV Nsp11 recruits <span class="match term0">OTULIN</span> through a nonenzymatic combination to promote removal of linear ubiquitination targeting <span class="match term1">NEMO</span>, resulting in a superimposed effect that inhibits the production of type I IFNs.	Other	1	Training data	H.sapiens
789	TNAP3_HUMAN	IRF7_HUMAN	P21580	Q92985	TNFAIP3	IRF7	MEDLINE	20392859	Thus, <span class="match term0">A20</span> negatively regulates LMP1-stimulated <span class="match term1">IRF7</span> ubiquitination and activity in EBV latency, and its DUB activity is indispensable for this function.	OTU	1	Training data	H.sapiens
790	UBP35_HUMAN	TNIP2_HUMAN	Q9P2H5	Q8NFZ5	USP35	TNIP2	MEDLINE	26348204	Collectively, our data indicated that miR let-7a-regulated <span class="match term0">USP35</span> can inhibit NF-kappaB activation by deubiquitination and stabilization of ABIN-2 protein and eventually inhibit cell  proliferation.	USP	1	Training data	H.sapiens
791	UBP44_HUMAN	AXIN1_HUMAN	Q9H0E7	O15169	USP44	AXIN1	MEDLINE	32285989	<span class="match term0">USP44</span> suppresses proliferation and enhances apoptosis in colorectal cancer cells by inactivating Wnt/beta-catenin pathway via <span class="match term1">Axin1</span> deubiquitination	USP	1	Other	H.sapiens
792	UBP25_HUMAN	TNKS1_HUMAN	Q9UHP3	O95271	USP25	TNKS	MEDLINE	28619731	<span class="match term0">USP25</span> regulates Wnt signaling by controlling the stability of tankyrases	USP	1	Training data	H.sapiens
793	UBP7_HUMAN	MYC_HUMAN	Q93009	P01106	USP7	MYC	MEDLINE	29899379	Most importantly, we are able to demonstrate that <span class="match term0">USP7</span> deubiquitinates and thereby stabilizes c-<span class="match term1">Myc</span> and that this function is required to maintain neural stem cell fate.	USP	1	Training data	H.sapiens
794	UBP37_HUMAN	IFI27_HUMAN	Q86T82	P40305	USP37	IFI27	MEDLINE	22665064	Ectopically expressed wild-type <span class="match term0">USP37</span> formed a complex with <span class="match term1">p27</span>, promoted its deubiquitination and stabilization and blocked cell proliferation.	USP	1	Other	H.sapiens
795	UBP10_HUMAN	FLT3_HUMAN	Q14694	P36888	USP10	FLT3	MEDLINE	30319415	<span class="match term0">USP10</span>, a primary cytoplasmic DUB, acts as an oncogene or a tumor suppressor by regulating various protein substrates, including <span class="match term1">FLT3</span>, p53, AMPK, PTEN, etc.	USP	1	Training data	H.sapiens
796	USP9X_HUMAN	BECN1_HUMAN	Q93008	Q14457	USP9X	BECN1	MEDLINE	30126257	Interestingly, <span class="match term1">Beclin1</span> and the Bcl-2 family member, MCL-1, compete for their interaction with <span class="match term0">USP9X</span>, which contributes to their stabilization by protecting them from proteasomal degradation in HEK293T cells	USP	1	Training data	H.sapiens
797	BRCC3_HUMAN	TNKS1_HUMAN	P46736	O95271	BRCC3	TNKS	MEDLINE	27993934	Cell cycle-regulated ubiquitination of tankyrase 1 by RNF8 and ABRO1/<span class="match term0">BRCC36</span> controls the timing of sister telomere resolution	JAMM	1	Training data	H.sapiens
798	UBP18_HUMAN	NOTC1_HUMAN	Q9UMW8	P46531	USP18	NOTCH1	MEDLINE	33051403	Mechanistically, <span class="match term0">USP18</span> interacts with and removes K48-linked ubiquitin chains from <span class="match term1">Notch1</span>, thereby stabilizing <span class="match term1">Notch1</span> and promoting the <span class="match term1">Notch1</span>-c-Myc pathway	USP	1	Other	H.sapiens
799	UBP27_HUMAN	DDX58_HUMAN	A6NNY8	O95786	USP27X	DDX58	MEDLINE	32027733	<span class="match term0">USP27X</span> negatively regulates antiviral signaling by deubiquitinating <span class="match term1">RIG-I</span>	USP	1	Other	H.sapiens
800	UBP30_HUMAN	TOM20_HUMAN	Q70CQ3	Q15388	USP30	TOMM20	MEDLINE	28279784	28279784	USP	1	Training data	H.sapiens
801	UBP30_HUMAN	TOM70_HUMAN	Q70CQ3	O94826	USP30	TOMM70A	MEDLINE	25995186	Similar findings were reported for another DUB: <span class="match term0">USP30</span>. <span class="match term0">USP30</span> overexpression impaired PARKIN-mediated mitophagy by deubiquitinating mitochondrial substrates that include TOM20, TOM70, and the VDACs	USP	1	Training data	H.sapiens
802	OTUB1_HUMAN	DPTOR_HUMAN	Q96FW1	Q8TB45	OTUB1	DEPTOR	MEDLINE	29382726	<span class="match term0">OTUB1</span> protein suppresses mTOR complex 1 (mTORC1) activity by deubiquitinating the mTORC1 inhibitor <span class="match term1">DEPTOR</span>	OTU	1	Training data	H.sapiens
803	TRI44_HUMAN	HIF1A_HUMAN	Q96DX7	Q16665	TRIM44	HIF1A	MEDLINE	30089913	<span class="match term0">TRIM44</span> functions as a deubiquitinase for hypoxia inducible factor-1alpha (<span class="match term1">HIF-1ALPHA</span>), which stabilizes <span class="match term1">HIF-1ALPHA</span> expression during hypoxia and normoxia	Other	1	Other	H.sapiens
804	UBP22_HUMAN	PGH2_HUMAN	Q9UPT9	P35354	USP22	PTGS2	MEDLINE	25817787	 In non-small cell lung cancer (NSCLC), aberrant expression of <span class="match term0">USP22</span> is a predictor of poor survival, as is high expression of cyclooxygenase-2 (<span class="match term1">COX-2</span>).	USP	1	Training data	H.sapiens
805	CYLD_HUMAN	CEP70_HUMAN	Q9NQC7	Q8NHQ1	CYLD	CEP70	MEDLINE	26763122	The ciliary function of <span class="match term0">CYLD</span> is attributed to its deconjugation of the polyubiquitin chain from centrosomal protein of 70 kDa (<span class="match term1">Cep70</span>), a requirement for <span class="match term1">Cep70</span> to interact with gamma -tubulin and localize at the centrosome	USP	1	Training data	H.sapiens
806	ATX3_HUMAN	P53_HUMAN	P54252	P04637	ATXN3	TP53	MEDLINE	28801249	28801249	Josephin	1	Training data	H.sapiens
807	CYLD_HUMAN	PCM1_HUMAN	Q9NQC7	Q15154	CYLD	PCM1	MEDLINE	31067453	We found that <span class="match term0">CYLD</span> marshals the centriolar satellites by deubiquitinating and preventing the E3 ligase Mindbomb 1 (MIB1) from marking <span class="match term1">PCM1</span> for proteasomal degradation	USP	1	Other	H.sapiens
808	UBP15_HUMAN	SMUF2_HUMAN	Q9Y4E8	Q9HAU4	USP15	SMURF2	MEDLINE	26435193	<span class="match term0">USP15</span> regulates <span class="match term1">SMURF2</span> kinetics through C-lobe mediated deubiquitination	USP	1	Training data	H.sapiens
809	UBP20_HUMAN	IOD2_HUMAN	Q9Y2K6	Q92813	USP20	DIO2	MEDLINE	22967761	Ubiquitinated <span class="match term1">D2</span> can be either targeted to proteasomal degradation or reactivated by deubiquitination, a process that is mediated by the deubiquitinases <span class="match term0">USP20</span>/33 and is important in adaptive thermogenesis.	USP	1	Training data	H.sapiens
810	UBP10_HUMAN	MSH2_HUMAN	Q14694	P43246	USP10	MSH2	MEDLINE	26975374	Here we report that ubiquitin-specific peptidase 10 (<span class="match term0">USP10</span>) interacts with and stabilizes <span class="match term1">MSH2</span>	USP	1	Training data	H.sapiens
811	CYLD_HUMAN	RIPK1_HUMAN	Q9NQC7	Q13546	CYLD	RIPK1	MEDLINE	28900035	We conclude that PrP traps <span class="match term0">CYLD</span>, preventing it from binding and deubiquitinating <span class="match term1">RIP1</span> and TRAF2.	USP	1	Training data	H.sapiens
812	UBP10_HUMAN	BECN1_HUMAN	Q14694	Q14457	USP10	BECN1	MEDLINE	26445063	While A20 inhibits PtdIns3P signaling by removing the TRAF6-dependent Lys63-linked chains from <span class="match term1">BECLIN 1</span>, the enzymes <span class="match term0">USP10</span> and USP13 prevent PI3K-III complex components from their degradation and, therefore, support autophagy. Interestingly enough, <span class="match term0">USP10</span> also stabilizes p53, which, in turn, triggers the degradation of <span class="match term1">BECLIN 1</span> and VPS34 in order to prevent autophagy.	USP	1	Training data	H.sapiens
813	OTUB1_HUMAN	P53_HUMAN	Q96FW1	P04637	OTUB1	TP53	MEDLINE	27919796	27919796	OTU	1	Training data	H.sapiens
814	UBP2_HUMAN	MDM4_HUMAN	O75604	O15151	USP2	MDM4	MEDLINE	25121098	<span class="match term0">USP2</span> deubiquitinates both Mdm2 and <span class="match term1">MdmX</span>	USP	1	Training data	H.sapiens
815	OTUD1_HUMAN	P53_HUMAN	Q5VV17	P04637	OTUD1	TP53	MEDLINE	28801249	28801249	OTU	1	Training data	H.sapiens
816	USP9X_HUMAN	ERBB2_HUMAN	Q93008	P04626	USP9X	ERBB2	MEDLINE	20406983	we have also shown that PS341 and GA differentially affect <span class="match term1">ErbB2</span> receptor ubiquitination as well as its association with the E3 ligase, c-Cbl, and the deubiquitylating enzyme, <span class="match term0">USP9x</span>.	USP	1	Other	H.sapiens
817	OTUD5_HUMAN	P53_HUMAN	Q96G74	P04637	OTUD5	TP53	MEDLINE	28801249	28801249	OTU	1	Training data	H.sapiens
818	TNAP3_HUMAN	P53_HUMAN	P21580	P04637	TNFAIP3	TP53	MEDLINE	27775833	27775833	OTU	1	Training data	H.sapiens
819	ZRAN1_HUMAN	UVRAG_HUMAN	Q9UGI0	Q9P2Y5	ZRANB1	UVRAG	MEDLINE	30686098	However, the deubiquitinase <span class="match term0">ZRANB1</span> specifically cleaves SMURF1-induced K29 and K33-linked polyubiquitin chains from <span class="match term1">UVRAG</span>, thereby increasing the binding of <span class="match term1">UVRAG</span> to RUBCN and inhibiting autophagy flux	OTU	1	Other	H.sapiens
820	UBP4_HUMAN	TWST1_HUMAN	Q13107	Q15672	USP4	TWIST1	MEDLINE	32549341	Mechanistically, we identified <span class="match term0">USP4</span> as a novel deubiquitinase of <span class="match term1">Twist1</span>	USP	1	Other	H.sapiens
