NUMBER	SwissProt ID (E3)	SwissProt ID (Substrate)	SwissProt AC (E3)	SwissProt AC (Substrate)	Gene Symbol (E3)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	E3TYPE	COUNT	type	species
3686	TTC3_MOUSE	AKT1_MOUSE	O88196	P31750	Ttc3	Akt1	MEDLINE	22199232	E3Net	Other	1	Other	M.musculus
3687	TTC3_MOUSE	AKT2_MOUSE	O88196	Q60823	Ttc3	Akt2	MEDLINE	22199232	E3Net	Other	1	Other	M.musculus
3688	TTC3_MOUSE	AKT3_MOUSE	O88196	Q9WUA6	Ttc3	Akt3	MEDLINE	22199232	E3Net	Other	1	Other	M.musculus
3689	UBE2O_MOUSE	AAPK2_MOUSE	Q6ZPJ3	Q8BRK8	Ube2o	Prkaa2	MEDLINE	31292296	Mechanistically, <span class="match term0">UBE2O</span> acted as a ubiquitin ligase and targeted AMPKalpha2 for ubiquitin-dependent degradation in skeletal muscle; further, muscle-specific heterozygous knockout of <span class="match term1">Prkaa2</span> ablated <span class="match term0">UBE2O</span>-controlled metabolic processes	Other	1	Other	M.musculus
3690	UBE3A_MOUSE	SYUA_MOUSE	O08759	O55042	Ube3a	Snca	MEDLINE	22199232	E3Net	SINGLE_OTHER	1	Other	M.musculus
3691	UBE3A_MOUSE	P53_MOUSE	O08759	P02340	Ube3a	Tp53	MEDLINE	22199232	E3Net	SINGLE_OTHER	1	Other	M.musculus
3692	UBE3A_MOUSE	A0A0A0MQ73_MOUSE	O08759	A0A0A0MQ73	Ube3a	Kmt2d	MEDLINE	30230575	Here we show that the E3 ubiquitin ligase <span class="match term0">UBE3A</span> targets <span class="match term1">MLL4</span> for degradation, thereby suppressing high-fat diet (HFD)-induced expression of the hepatic steatosis target genes of <span class="match term1">MLL4</span>	SINGLE_OTHER	1	Other	M.musculus
3693	UBE3A_MOUSE	RAB3A_MOUSE	O08759	P63011	Ube3a	Rab3a	MEDLINE	33542309	Here we identified the synaptic protein Rabphilin-3a (RPH3A), an effector of the <span class="match term1">RAB3A</span> small GTPase involved in axonal vesicle priming and docking, as a ubiquitination target of <span class="match term0">UBE3A</span>	SINGLE_OTHER	1	Other	M.musculus
3694	UBE3A_MOUSE	RP3A_MOUSE	O08759	P47708	Ube3a	Rph3a	MEDLINE	33542309	In conclusion, our results identify <span class="match term1">RPH3A</span> as a novel target of <span class="match term0">UBE3A</span> and suggest that <span class="match term0">UBE3A</span>-dependent ubiquitination of <span class="match term1">RPH3A</span> serves a non-degradative function.	SINGLE_OTHER	1	Other	M.musculus
3695	UBR1_MOUSE	OPSD_MOUSE	O70481	P15409	Ubr1	Rho	MEDLINE	22199232	E3Net	UBOX	1	Other	M.musculus
3696	UBR4_MOUSE	HAT1_MOUSE	A2AN08	Q8BY71	Ubr4	Hat1	MEDLINE	31365869	In Drosophila and mouse myofibers, loss of <span class="match term0">UBR4</span> induces hypertrophy via decreased ubiquitination and degradation of a core set of target proteins, including the <span class="match term1">HAT1</span>/RBBP4/RBBP7 histone-binding complex	Other	1	Other	M.musculus
3697	VHL_MOUSE	HIF1A_MOUSE	P40338	Q61221	Vhl	Hif1a	MEDLINE	22199232	E3Net	SOCS_VHL_BC-box	1	Other	M.musculus
3698	VHL_MOUSE	EPAS1_MOUSE	P40338	P97481	Vhl	Epas1	MEDLINE	22199232	E3Net	SOCS_VHL_BC-box	1	Other	M.musculus
3699	WWP1_MOUSE	ERBB4_MOUSE	Q8BZZ3	Q61527	Wwp1	Erbb4	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3700	WWP1_MOUSE	KLF15_MOUSE	Q8BZZ3	Q9EPW2	Wwp1	Klf15	MEDLINE	30830866	Hyperglycemia was found to upregulate the <span class="match term1">KLF15</span> protein in skeletal muscle of diabetic animals, which is achieved via downregulation of the E3 ubiquitin ligase <span class="match term0">WWP1</span> and consequent suppression of the ubiquitin-dependent degradation of <span class="match term1">KLF15</span>	HECT	1	Other	M.musculus
3701	WWP1_MOUSE	WWP1_MOUSE	Q8BZZ3	Q8BZZ3	Wwp1	Wwp1	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3702	WWP1_MOUSE	DVL2_MOUSE	Q8BZZ3	Q60838	Wwp1	Dvl2	MEDLINE	34139860	<span class="match term1">DVL2</span> was stabilized by <span class="match term0">WWP1</span> mediated K27-linked polyubiquitination	HECT	1	Other	M.musculus
3703	WWP1_MOUSE	JUNB_MOUSE	Q8BZZ3	P09450	Wwp1	Junb	MEDLINE	21809421	<span class="match term0">Wwp1</span> promotes ubiquitination and degradation of <span class="match term1">JunB</span>, an AP-1 transcription factor that positively regulates osteoblast differentiation	HECT	1	Other	M.musculus
3704	WWP1_MOUSE	RUNX2_MOUSE	Q8BZZ3	Q08775	Wwp1	Runx2	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3705	WWP1_MOUSE	SMAD6_MOUSE	Q8BZZ3	O35182	Wwp1	Smad6	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3706	WWP1_MOUSE	P53_MOUSE	Q8BZZ3	P02340	Wwp1	Tp53	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3707	WWP2_MOUSE	EGR2_MOUSE	Q9DBH0	P08152	Wwp2	Egr2	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3708	WWP2_MOUSE	WWP2_MOUSE	Q9DBH0	Q9DBH0	Wwp2	Wwp2	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3709	WWP2_MOUSE	DCTN6_MOUSE	Q9DBH0	Q9WUB4	Wwp2	Dctn6	MEDLINE	31430374	Our Co-IP and ubiquitination analysis demonstrated that <span class="match term0">WWP2</span> interacted with <span class="match term1">p27</span>, and <span class="match term0">WWP2</span> overexpression significantly promoted the ubiquitination of <span class="match term1">p27</span>. These data suggested that the cell cycle transition from the G0/G1 phase to the S phase in lung cancer cells might be regulated by <span class="match term0">WWP2</span> through ubiquitination of <span class="match term1">P27</span>.	HECT	1	Other	M.musculus
3710	WWP2_MOUSE	SMAD2_MOUSE	Q9DBH0	Q62432	Wwp2	Smad2	MEDLINE	31399586	UbiNet 2.0	HECT	1	Other	M.musculus
3711	WWP2_MOUSE	RUNX2_MOUSE	Q9DBH0	Q08775	Wwp2	Runx2	MEDLINE	31160553	UbiNet 2.0	HECT	1	Other	M.musculus
3712	WWP2_MOUSE	PTEN_MOUSE	Q9DBH0	O08586	Wwp2	Pten	MEDLINE	29685889	Our results demonstrate that <span class="match term0">WWP2</span>, rather than CHIP, is an ubiquitin ligase that promotes <span class="match term1">PTEN</span> degradation in vivo Considering <span class="match term1">PTEN</span>'s significant role in tumor development, we propose that <span class="match term0">WWP2</span> may be a potential target for fine-tuning <span class="match term1">PTEN</span> levels in anticancer therapies.	HECT	1	Other	M.musculus
3713	WWP2_MOUSE	NRAM2_MOUSE	Q9DBH0	P49282	Wwp2	Slc11a2	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3714	WWP2_MOUSE	RPB1_MOUSE	Q9DBH0	P08775	Wwp2	Polr2a	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3715	WWP2_MOUSE	NR0B2_MOUSE	Q9DBH0	Q62227	Wwp2	Nr0b2	MEDLINE	29925997	Thus, <span class="match term1">SHP</span>-1 was a substrate for Itch- and <span class="match term0">WWP2</span>-mediated ubiquitination in T cells.	HECT	1	Other	M.musculus
3716	WWP2_MOUSE	PO5F1_MOUSE	Q9DBH0	P20263	Wwp2	Pou5f1	MEDLINE	22199232	E3Net	HECT	1	Other	M.musculus
3717	WWP2_MOUSE	SOX2_MOUSE	Q9DBH0	P48432	Wwp2	Sox2	MEDLINE	25042802	The E3 ligase <span class="match term0">WWP2</span> specifically interacts with K119-methylated <span class="match term1">Sox2</span> through its HECT domain to promote <span class="match term1">Sox2</span> ubiquitination	HECT	1	Other	M.musculus
3718	WWP2_MOUSE	KLF5_MOUSE	Q9DBH0	Q9Z0Z7	Wwp2	Klf5	MEDLINE	33164644	Further investigation found that <span class="match term0">WWP2</span> was coexpressed and interacted with <span class="match term1">KLF5</span> in the nuclei, leading to ubiquitination of <span class="match term1">KLF5</span>	HECT	1	Other	M.musculus
3719	WWP2_MOUSE	SEPT4_MOUSE	Q9DBH0	P28661	Wwp2	Septin4	MEDLINE	31924572	In addition, <span class="match term0">WWP2</span> interacted with the GTPase domain of <span class="match term1">Septin4</span>, ubiquitinating <span class="match term1">Septin4</span>-K174 to degrade <span class="match term1">Septin4</span> through the ubiquitin-proteasome system, which inhibited the <span class="match term1">Septin4</span>-PARP1 endothelial damage complex	HECT	1	Other	M.musculus
3720	XIAP_MOUSE	M3K2_MOUSE	Q60989	Q61083	Xiap	Map3k2	MEDLINE	22199232	E3Net	RING	1	Other	M.musculus
3721	XIAP_MOUSE	PTEN_MOUSE	Q60989	O08586	Xiap	Pten	MEDLINE	22199232	E3Net	RING	1	Other	M.musculus
3722	XIAP_MOUSE	COMD1_MOUSE	Q60989	Q8K4M5	Xiap	Commd1	MEDLINE	22199232	E3Net	RING	1	Other	M.musculus
3723	NIPA_MOUSE	CCNB1_MOUSE	Q80YV2	P24860	Zc3hc1	Ccnb1	MEDLINE	22199232	E3Net	F-box	1	Other	M.musculus
3724	ZNRF1_MOUSE	CAV1_MOUSE	Q91V17	P49817	Znrf1	Cav1	MEDLINE	28593998	We demonstrate that <span class="match term0">ZNRF1</span> physically interacts with <span class="match term1">CAV1</span> in response to lipopolysaccharide and mediates ubiquitination and degradation of <span class="match term1">CAV1</span>	RING	1	Other	M.musculus
3725	ZSWM2_MOUSE	ZSWM2_MOUSE	Q9D9X6	Q9D9X6	Zswim2	Zswim2	MEDLINE	22199232	E3Net	RING	1	Other	M.musculus
3726	Q5DTH1_MOUSE	ARHGF_MOUSE	Q5DTH1	Q5FWH6	Ube3a	Arhgef15	MEDLINE	31114479	As an E3 ligase, many functional target proteins of <span class="match term0">E6AP</span> have been discovered, including p53, Arc, <span class="match term1">Ephexin5</span>, and SK2.	HECT	1	Other	M.musculus
3727	DDB1_MOUSE	CRY1_MOUSE	Q3U1J4	P97784	Ddb1	Cry1	MEDLINE	32246987	Mechanistically, DDB1 stabilizes ChREBPalpha through CRY1, a known ubiquitination target of DDB1 E3 ligase. 	RING	1	Other	M.musculus
3728	RN220_MACFA	RN220_MACFA	Q8HXD5	Q8HXD5	RNF220	RNF220	MEDLINE	22199232	E3Net	RING	1	Other	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
3729	MDM2_MESAU	MDM2_MESAU	Q60524	Q60524	MDM2	MDM2	MEDLINE	22199232	E3Net	RING	1	Other	Mesocricetus auratus (Golden hamster)
3730	MIR1_MHV68	HA11_MOUSE	O41933	P01899	K3	H2-D1	MEDLINE	22199232	E3Net	Other	1	Other	Murid herpesvirus 4 (MuHV-4) (Murine gammaherpesvirus 68)
3731	MIR1_MHV68	HA1B_MOUSE	O41933	P01901	K3	H2-K1	MEDLINE	22199232	E3Net	Other	1	Other	Murid herpesvirus 4 (MuHV-4) (Murine gammaherpesvirus 68)
3732	MIR1_MHV68	Q95457_MOUSE	O41933	Q95457	K3	H2-D1	MEDLINE	22199232	E3Net	Other	1	Other	Murid herpesvirus 4 (MuHV-4) (Murine gammaherpesvirus 68)
3733	LAP_MYXVL	CD4_RABIT	Q997C2	P46630	LAP	CD4	MEDLINE	22199232	E3Net	RING	1	Other	Myxoma virus (strain Lausanne) (MYXV)
3734	RAG1_RABIT	RAG1_RABIT	P34088	P34088	RAG1	RAG1	MEDLINE	22199232	E3Net	RING	1	Other	O.cuniculus
3735	RAG1_ONCMY	H32_ONCMY	Q91187	P84234	rag1	-	MEDLINE	22199232	E3Net	Other	1	Other	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)
3736	SPL11_ORYSJ	SPIN1_ORYSJ	Q653Z5	Q75GR5	SPL11	SPIN1	MEDLINE	22199232	E3Net	Other	1	Other	Oryza sativa subsp. japonica (Rice)
3737	XB3_ORYSJ	Q40640_ORYSA	Q65XV2	Q40640	XB3	Xa21	MEDLINE	22199232	E3Net	RING	1	Other	Oryza sativa subsp. japonica (Rice)
3738	CHFR_PONAB	HDAC1_PONAB	Q5RF77	Q5RAG0	CHFR	HDAC1	MEDLINE	22199232	E3Net	RING	1	Other	P.abelii
3739	NED4L_PONAB	SMAD2_PONAB	Q5RBF2	Q5R7C0	NEDD4L	SMAD2	MEDLINE	22199232	E3Net	HECT	1	Other	P.abelii
3740	NED4L_PONAB	CLCN5_PONAB	Q5RBF2	Q5RBK4	NEDD4L	CLCN5	MEDLINE	22199232	E3Net	HECT	1	Other	P.abelii
3741	SPOP_PONAB	BMI1_PONAB	Q5NVK7	Q5R8L2	SPOP	BMI1	MEDLINE	22199232	E3Net	Other	1	Other	P.abelii
3742	BACD2_PONAB	RHOA_PONAB	Q5RBH4	Q5REY6	TNFAIP1	RHOA	MEDLINE	22199232	E3Net	BTB_OTHER	1	Other	P.abelii
3743	HPAB2_PSESM	P93216_SOLLC	Q8RSY1	P93216	hopAB2	fen	MEDLINE	22199232	E3Net	Other	1	Other	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)
3744	D3ZV15_RAT	SRBS2_RAT	D3ZV15	O35413	Cbl	Sorbs2	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3745	D3ZV15_RAT	FGFR1_RAT	D3ZV15	Q04589	Cbl	Fgfr1	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3746	D3ZV15_RAT	PGFRB_RAT	D3ZV15	Q05030	Cbl	Pdgfrb	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3747	D3ZV15_RAT	IL2_RAT	D3ZV15	P17108	Cbl	Il2	MEDLINE	30021515	Increased expression of the <span class="match term0">Cbl</span> family of E3 ubiquitin ligases decreases Interleukin-2 production in a rat model of peripheral neuropathy	RING	1	Other	R.norvegicus
3748	D3ZV15_RAT	FGFR4_RAT	D3ZV15	Q498D6	Cbl	Fgfr4	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3749	D3ZV15_RAT	PGFRA_RAT	D3ZV15	P20786	Cbl	Pdgfra	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3750	CBLB_RAT	PLCG1_RAT	Q8K4S7	P10686	Cblb	Plcg1	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3751	CBLB_RAT	SH3K1_RAT	Q8K4S7	Q925Q9	Cblb	Sh3kbp1	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3752	CBLB_RAT	KSYK_RAT	Q8K4S7	Q64725	Cblb	Syk	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3753	CBLB_RAT	CBLB_RAT	Q8K4S7	Q8K4S7	Cblb	Cblb	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3754	Q5BJY0_RAT	P53_RAT	Q5BJY0	P10361	Cop1	Tp53	MEDLINE	32537758	CONCLUSIONS: Fendrr can inhibit H/R-induced cardiomyocyte apoptosis, which is partly through promoting the ubiquitination and degradation of <span class="match term1">p53</span> by increasing the binding of <span class="match term0">Cop1</span> and <span class="match term1">p53</span>.	DWD	1	Other	R.norvegicus
3755	D4A722_RAT	TSC2_RAT	D4A722	P49816	Deleted	Tsc2	MEDLINE	22199232	E3Net	Other	1	Other	R.norvegicus
3756	FBX11_RAT	P53_RAT	Q7TSL3	P10361	Fbxo11	Tp53	MEDLINE	22199232	E3Net	F-box	1	Other	R.norvegicus
3757	B0BNL1_RAT	B1WC74_RAT	B0BNL1	B1WC74	Fbxo21	Eid1	MEDLINE	33450132	<span class="match term0">FBXO21</span> is a subunit of ubiquitin E3 ligases that degrades P-glycoprotein and <span class="match term1">EID1</span> by ubiquitination and activates the JNK and p38 pathways; however, its role in OA remains unknown	Other	1	Other	R.norvegicus
3758	B0BNL1_RAT	MDR1_RAT	B0BNL1	P43245	Fbxo21	Abcb1	MEDLINE	33450132	<span class="match term0">FBXO21</span> is a subunit of ubiquitin E3 ligases that degrades P-glycoprotein and EID1 by ubiquitination and activates the JNK and p38 pathways; however, its role in OA remains unknown	Other	1	Other	R.norvegicus
3759	FBX31_RAT	SMAD7_RAT	B2RYN2	O88406	Fbxo31	Smad7	MEDLINE	31680332	Moreover, <span class="match term0">FBXO31</span> enhanced ubiquitination of <span class="match term1">Smad7</span>	F-box	1	Other	R.norvegicus
3760	FBX31_RAT	CCND1_RAT	B2RYN2	P39948	Fbxo31	Ccnd1	MEDLINE	22199232	E3Net	F-box	1	Other	R.norvegicus
3761	FBX32_RAT	TNNI3_RAT	Q91Z62	P23693	Fbxo32	Tnni3	MEDLINE	22199232	E3Net	F-box	1	Other	R.norvegicus
3762	FBX32_RAT	DUS1_RAT	Q91Z62	Q64623	Fbxo32	Dusp1	MEDLINE	22199232	E3Net	F-box	1	Other	R.norvegicus
3763	FBX6_RAT	CHK1_RAT	Q923V4	Q91ZN7	Fbxo6	Chek1	MEDLINE	22199232	E3Net	F-box	1	Other	R.norvegicus
3764	F1LVZ9_RAT	A0A0G2K7X2_RAT	F1LVZ9	A0A0G2K7X2	Hectd3	Traf3	MEDLINE	33627626	Mechanistically, both the DOC and HECT domains of <span class="match term0">HECTD3</span> directly interacted with <span class="match term1">TRAF3</span>, and the catalytic Cys (C832) in the HECT domain promoted the K63-linked polyubiquitination of <span class="match term1">TRAF3</span> at Lys138	HECT	1	Other	R.norvegicus
3765	HUWE1_RAT	P53_RAT	P51593	P10361	Huwe1	Tp53	MEDLINE	22199232	E3Net	HECT	1	Other	R.norvegicus
3766	KEAP1_RAT	PGAM5_RAT	P57790	Q562B5	Keap1	Pgam5	MEDLINE	22199232	E3Net	BTB_3	1	Other	R.norvegicus
3767	KEAP1_RAT	NF2L2_RAT	P57790	O54968	Keap1	Nfe2l2	MEDLINE	22199232	E3Net	BTB_3	1	Other	R.norvegicus
3768	KLH17_RAT	GRIK2_RAT	Q8K430	P42260	Klhl17	Grik2	MEDLINE	22199232	E3Net	BTB_3	1	Other	R.norvegicus
3769	KLH21_RAT	AURKB_RAT	D4A2K4	O55099	Klhl21	Aurkb	MEDLINE	22199232	E3Net	BTB_3	1	Other	R.norvegicus
3770	LHX1_RAT	LIMK1_RAT	P63007	P53669	Lhx1	Limk1	MEDLINE	22199232	E3Net	Other	1	Other	R.norvegicus
3771	M3K1_RAT	MK03_RAT	Q62925	P21708	Map3k1	Mapk3	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3772	M3K1_RAT	JUN_RAT	Q62925	P17325	Map3k1	Jun	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3773	M3K1_RAT	MK01_RAT	Q62925	P63086	Map3k1	Mapk1	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3774	MARHB_RAT	CD4_RAT	A6P320	P05540	Marchf11	Cd4	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3775	MARH2_RAT	TFR1_RAT	Q5I0I2	Q99376	Marchf2	Tfrc	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3776	D3ZVH5_RAT	ARBK1_RAT	D3ZVH5	P26817	Mdm2	Grk2	MEDLINE	30915659	<span class="match term1">GRK2</span> upregulation was associated to calpain-dependent degradation of the <span class="match term1">GRK2</span> ubiquitin ligase <span class="match term0">MDM2</span> and to enhanced NF-kappaB-dependent <span class="match term1">GRK2</span> gene expression in correlation with calpain-mediated IkB proteolysis	RING	1	Other	R.norvegicus
3777	MYLIP_RAT	MYLIP_RAT	D3ZDI6	D3ZDI6	Mylip	Mylip	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3778	MYLIP_RAT	LDLR_RAT	D3ZDI6	P35952	Mylip	Ldlr	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3779	NEDD4_RAT	NOTC1_RAT	Q62940	Q07008	Nedd4	Notch1	MEDLINE	22199232	E3Net	HECT	1	Other	R.norvegicus
3780	NEDD4_RAT	EAA3_RAT	Q62940	P51907	Nedd4	Slc1a1	MEDLINE	22199232	E3Net	HECT	1	Other	R.norvegicus
3781	NEDD4_RAT	NTRK1_RAT	Q62940	P35739	Nedd4	Ntrk1	MEDLINE	22199232	E3Net	HECT	1	Other	R.norvegicus
3782	NEDD4_RAT	NFIP1_RAT	Q62940	Q5U2S1	Nedd4	Ndfip1	MEDLINE	22199232	E3Net	HECT	1	Other	R.norvegicus
3783	NHLC1_RAT	EPM2A_RAT	Q6IMG5	Q91XQ2	Nhlrc1	Epm2a	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3784	NHLC1_RAT	PPR3C_RAT	Q6IMG5	Q5U2R5	Nhlrc1	Ppp1r3c	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3785	PZRN3_RAT	MUSK_RAT	P68907	Q62838	Pdzrn3	Musk	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3786	PRKN_RAT	PRKN_RAT	Q9JK66	Q9JK66	Prkn	Prkn	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3787	PRKN_RAT	GPR37_RAT	Q9JK66	Q9QYC6	Prkn	Gpr37	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3788	PRKN_RAT	SEPT5_RAT	Q9JK66	Q9JJM9	Prkn	Septin5	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3789	PRKN_RAT	AIMP2_RAT	Q9JK66	Q32PX2	Prkn	Aimp2	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3790	RN182_RAT	VATL_RAT	D3ZBM4	P63081	Rnf182	Atp6v0c	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3791	RING2_RAT	H2A2A_RAT	Q4KLY4	P0CC09	Rnf2	H2ac18	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3792	RNF4_RAT	RNF4_RAT	O88846	O88846	Rnf4	Rnf4	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3793	RNF5_RAT	PAXI_RAT	Q5M807	Q66H76	Rnf5	Pxn	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3794	SIAH1_RAT	SYPH_RAT	Q920M9	P07825	Siah1	Syp	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3795	SIAH2_RAT	SYUA_RAT	Q8R4T2	P37377	Siah2	Snca	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3796	SIAH2_RAT	AKAP1_RAT	Q8R4T2	O88884	Siah2	Akap1	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3797	SIAH2_RAT	SYPH_RAT	Q8R4T2	P07825	Siah2	Syp	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3798	B2GUZ0_RAT	PSMD9_RAT	B2GUZ0	Q9WTV5	Skp2	Psmd9	MEDLINE	22199232	E3Net	F-box	1	Other	R.norvegicus
3799	B2GUZ0_RAT	O08769_RAT	B2GUZ0	O08769	Skp2	Cdkn1b	MEDLINE	22199232	E3Net	F-box	1	Other	R.norvegicus
3800	D3ZCF5_RAT	SMAD7_RAT	D3ZCF5	O88406	Smurf1	Smad7	MEDLINE	32871042	<span class="match term0">SMURF1</span> was a target gene of miR-148a-3p, and resulted in ubiquitination and degradation of <span class="match term1">SMAD7</span> to decreased BCL2 expression	HECT	1	Other	R.norvegicus
3801	F1M3F2_RAT	B5DFE2_RAT	F1M3F2	B5DFE2	Smurf2	Ezh2	MEDLINE	30649914	Inhibition of <span class="match term0">Smurf2</span> translation by miR-322/503 protects from ischemia-reperfusion injury by modulating <span class="match term1">EZH2</span>/Akt/GSK3beta signaling.	HECT	1	Other	R.norvegicus
3802	F1M3F2_RAT	D3ZWL1_RAT	F1M3F2	D3ZWL1	Smurf2	Skil	MEDLINE	28447757	UbiNet 2.0	HECT	1	Other	R.norvegicus
3803	D4A4T0_RAT	ARC_RAT	D4A4T0	Q63053	Stub1	Arc	MEDLINE	33431799	<span class="match term0">CHIP</span> promotes Wnt signaling and regulates <span class="match term1">Arc</span> stability by recruiting and polyubiquitinating LEF1 or <span class="match term1">Arc</span>	UBOX	1	Other	R.norvegicus
3804	BACD2_RAT	RHOA_RAT	Q7TNY1	P61589	Tnfaip1	Rhoa	MEDLINE	22199232	E3Net	BTB_OTHER	1	Other	R.norvegicus
3805	TRAF6_RAT	TRAF6_RAT	B5DF45	B5DF45	Traf6	Traf6	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3806	TRAF6_RAT	SODC_RAT	B5DF45	P07632	Traf6	Sod1	MEDLINE	32029478	Functionally, <span class="match term0">TRAF6</span> stimulated polyubiquitination and aggregation of the interacting <span class="match term1">SOD1</span> variants	RING	1	Other	R.norvegicus
3807	TRI17_RAT	TRI17_RAT	Q9WV59	Q9WV59	Trim17	Trim17	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3808	Q6P7B3_RAT	NL1A1_RAT	Q6P7B3	D9I2F9	Trim25	Nlrp1a	MEDLINE	34313957	In summary, <span class="match term0">TRIM25</span> exerts its cardioprotective effects by promoting the ubiquitination of NLRP1 in DOX-induced cardiomyocyte pyroptosis, which provides a novel therapeutic strategy for DOX-induced cardiotoxicity.	Other	1	Other	R.norvegicus
3809	D3ZJ28_RAT	IKBA_RAT	D3ZJ28	Q63746	Trim52	Nfkbia	MEDLINE	33122622	CONCLUSIONS <span class="match term0">TRIM52</span> activated the NF-kappaB signaling pathway by promoting <span class="match term1">IkappaBalpha</span> ubiquitination, thereby regulating LPS-induced microglial cell activation and the inflammatory response.	RING	1	Other	R.norvegicus
3810	TRI55_RAT	DUS1_RAT	Q5PQN5	Q64623	Trim55	Dusp1	MEDLINE	32463795	<span class="match term0">TRIM55</span> inhibited <span class="match term1">DUSP1</span> protein expression through ubiquitination of <span class="match term1">DUSP1</span>	RING	1	Other	R.norvegicus
3811	TRI63_RAT	TNNI3_RAT	Q91Z63	P23693	Trim63	Tnni3	MEDLINE	22199232	E3Net	RING	1	Other	R.norvegicus
3812	D3ZQE3_RAT	IKBA_RAT	D3ZQE3	Q63746	Trim8	Nfkbia	MEDLINE	32463919	Moreover, <span class="match term0">TRIM8</span> interacted with <span class="match term1">IkappaBalpha</span> and promoted its ubiquitination in PC12 cells	RING	1	Other	R.norvegicus
3813	UBE4A_RAT	G3V6W8_RAT	Q6P7A2	G3V6W8	Ube4a	Bmp7	MEDLINE	30663414	Concurrent overexpression experiments confirmed that <span class="match term0">UBE4A</span> is the ubiquitin ligase that degrades <span class="match term1">BMP7</span>	UBOX	1	Other	R.norvegicus
3814	B4F767_RAT	PARP1_RAT	B4F767	P27008	Wwp2	Parp1	MEDLINE	32139900	In addition, lysine 418 (K418) and lysine 249 (K249) were shown to be of critical importance in regulating <span class="match term1">PARP1</span> ubiquitination and degradation by <span class="match term0">WWP2</span>	HECT	1	Other	R.norvegicus
3815	LAP_RFVKA	CD4_RABIT	Q9Q8T2	P46630	s153R	CD4	MEDLINE	22199232	E3Net	Other	1	Other	Rabbit fibroma virus (strain Kasza) (RFV) (Shope fibroma virus (strain Kasza))
3816	NSP1_ROTAD	IRF3_HUMAN	B3SRS0	Q14653	-	IRF3	MEDLINE	22199232	E3Net	Other	1	Other	Rotavirus A (strain RVA/Human/United States/D/1974/G1P1A[8]) (RV-A)
3817	AMA1_YEAST	CG21_YEAST	P50082	P24868	AMA1	CLB1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
3818	AMA1_YEAST	SECU_YEAST	P50082	P40316	AMA1	PDS1	MEDLINE	22199232	E3Net	Other	1	Other	S.cerevisiae
